company name,Current clients,Days per week of sanitation services,Hours logged by sanitation workers,Hours logged by public safety officers,Special event charges,Miscellaneous charges,Sanitation expenses,Public safety expenses,Streetscape & beautification expenses,Salaries,Outside contractor expenses,Insurance costs,Supplies and equipment costs,Total Quotation,Number_Of_Sanitation_Activities,Beautification_Activities,Media_Reach,Total_Staff,Sanitation_services_provided_Yes,Beautification_services_provided_Yes
North Medicine Graphics,274,7,154924,63057,19576,102241,508786,26257,51594,600533,21461,53774,10728,688878,160093,476,14319468,92,1,1
Studio Future Network,1313,7,106181,89174,196511,2121,439325,122270,56506,545776,38792,17499,19752,620222,135098,112,54740620,99,1,0
Federated Studio Federated,763,7,155828,93467,360146,71145,82415,9210,44965,745979,141841,68769,19310,207735,61992,1005,40736343,25,0,0
Graphics Research Contract,2304,7,133694,73351,423722,19292,467963,340766,38993,1155401,21453,86391,20817,867014,137345,133,21380488,98,1,1
Net Research Data,745,3,158181,48920,196511,100248,338955,204922,20786,1157917,38792,9403,5647,664911,147300,447,13127358,67,1,1
Resource People Analysis,1094,1,33452,108273,449206,50200,547794,109723,198637,497590,18225,72518,13344,906354,274239,704,36924521,91,1,1
Digital Hill General,782,1,128449,108273,211646,98767,151774,34046,219728,1106708,15209,57410,18478,504315,87138,1090,8003730,74,1,1
Max Source Star,534,7,146384,108273,19576,102268,508807,26219,51534,600507,21469,53758,10691,688828,160143,431,13982091,61,1,1
Pacific Graphics Construction,189,7,20532,78810,360146,68276,82467,169067,180049,425438,72136,70623,14736,499859,194272,544,21878657,148,1,1
Hill Architecture Technology,627,7,103248,84962,206317,61785,340005,320694,56537,984516,98026,63839,4394,779021,153029,870,14836130,27,1,1
Signal Telecom Analysis,3413,7,80262,121410,281710,27405,169907,86665,10214,325488,87035,68448,18153,294191,256303,1004,1246139,31,1,1
Atlantic Systems Medicine,413,7,120956,101213,281710,47092,449059,256926,181720,1178445,3786,69563,5807,934797,196686,741,28672885,79,1,0
Vision Universal Max,520,7,42388,70624,291340,47824,214568,86524,127002,467405,31013,19725,4803,475918,59232,775,8556425,155,1,1
Studio Telecom Alpha,332,7,159541,70624,9795,20653,328633,118981,45400,280428,10134,101113,4176,513667,162263,568,6973746,153,1,1
Resource Interactive Vision,529,7,158914,70624,9795,20693,328622,118954,45422,280437,10170,101077,4178,513691,162256,655,6228208,147,1,1
Graphics Power Technology,492,7,138810,92436,360146,71172,82411,9187,44937,745962,141842,68786,19262,207707,62000,996,32331744,53,0,0
Pacific Application Telecom,3250,7,79943,119898,281710,27405,169932,86689,10258,325503,87060,68443,18164,294284,256295,937,1006843,76,1,1
Galaxy Medicine Telecom,1657,7,109910,91850,196511,2186,439371,122266,56522,545848,38807,17519,19705,620345,135076,94,49077581,105,1,0
Hardware Resource West,1657,7,46262,22020,140849,47433,215822,321445,90189,385960,8956,59212,13406,674889,261764,1015,16668724,115,1,1
Medicine Omega North,2016,7,135644,67507,423722,19298,467940,340772,38986,1155445,21519,86423,20793,866996,137372,51,15242907,96,1,1
Internet Pacific Architecture,750,7,76531,127788,19576,1303,560385,71898,233566,776101,61062,89762,2567,867152,243399,609,3451128,100,1,1
Technology Internet Galaxy,963,7,23776,127788,76796,95150,442599,34016,59047,785080,74709,9829,15963,630812,143423,753,12354418,45,1,0
Alpha Medicine Max,354,7,65282,37786,360146,85031,157468,53966,126264,660229,140020,1703,9657,422729,259334,740,3977828,116,1,1
Graphics Power Galaxy,218,7,86694,25543,281710,64048,316432,133311,27304,1189500,73738,78154,17984,541095,164537,677,5134878,123,1,1
Internet Venture General,915,7,84854,125397,19576,1329,560381,71878,233505,776141,61014,89751,2528,867093,243476,696,6491606,85,1,1
Power Network East,857,7,66748,95587,217535,71710,68068,287386,87017,916953,137433,96656,16969,514181,125909,506,8336543,76,1,1
Design South Internet,1064,7,124017,95587,403576,36702,61624,337206,190493,989894,67683,39952,20114,626025,125346,345,1458741,47,1,1
North Industries Consulting,403,7,57891,124686,403576,15340,370806,109709,147290,621236,45825,64465,11019,643145,93056,436,65685853,51,1,1
Medicine Telecom Electronics,620,7,74172,101510,336921,8601,566615,31516,131667,700098,58266,21560,2596,738399,75918,653,30293365,87,1,1
Power Signal Vision,661,7,9014,11190,291340,57532,486552,266610,136186,222519,93310,9867,2129,946880,220874,896,39199210,104,1,1
Max Bell Provider,1022,7,154483,11190,225721,114109,568081,87128,158033,661082,141767,52411,9681,927351,240865,946,34370760,76,1,1
Hardware Adventure Electronics,1518,7,139668,27924,281710,25173,441218,146668,119304,254099,7283,112707,5297,732363,79653,701,34020422,116,1,0
North Research Building,1518,7,155410,27924,167592,104176,418734,324625,24337,1064642,132231,100550,19281,871872,195552,633,19013402,70,1,1
Galaxy Research Frontier,543,7,54282,89322,217535,71713,68135,287320,86989,916924,137455,96676,16997,514157,125893,588,7136454,97,1,1
Star Atlantic Source,283,7,83629,89322,121123,37458,91547,202858,57268,979995,12283,61637,18626,389131,217425,485,29662809,121,1,1
Star Atlantic Provider,879,6,140588,47254,402157,22272,502798,20461,175890,412611,6804,89863,17324,721421,131397,475,546227,43,1,1
Contract Federated Advanced,879,7,50839,13891,442174,53973,343632,26268,191123,1016613,135578,10753,7577,614996,163706,842,10794681,65,1,1
Solutions Digital People,785,5,145030,13891,454427,71840,258654,87110,91178,1178052,141743,6939,1548,508782,81532,813,43956435,67,1,1
Telecom Architecture Atlantic,148,5,142168,13891,454427,71810,258626,87091,91184,1178079,141788,6914,1545,508711,81477,787,39500077,57,1,1
Omega Pacific Graphics,320,7,40305,69985,281710,102992,528617,20577,212374,484280,93947,17079,12630,864560,194543,648,4310146,129,1,0
Electronics Bell South,320,7,79372,69985,454427,70634,167292,324788,105350,1036720,29236,72837,8358,668064,217908,522,14913437,141,1,1
Electronics Research Solutions,1455,7,63373,78163,281710,116317,342227,161237,127550,255286,8708,63114,16171,747331,160275,764,17075017,64,1,1
Star Contract Network,409,5,143197,78163,454427,71829,258670,87118,91159,1178083,141736,6944,1509,508776,81526,759,36339386,54,1,1
Omega Telecom Star,1056,7,40662,103656,76796,9716,93095,179248,75549,841302,69430,40139,980,357608,261998,472,13952920,90,1,1
Adventure Universal Innovation,821,5,135381,103656,454427,71833,258638,87084,91204,1178053,141728,6955,1499,508759,81577,689,37285177,82,1,1
Advanced Analysis Innovation,1115,5,119785,103656,9795,111960,116214,118964,63110,1077023,10167,23181,5043,410248,74207,594,77371498,142,1,1
South Construction Software,731,5,129233,103656,454427,71817,258602,87082,91206,1178033,141758,6915,1550,508707,81558,769,37923774,69,1,1
Research Studio Digital,731,7,81553,32851,232796,38792,433031,340506,76809,849180,79920,15798,16428,889138,66756,707,10391125,89,1,1
Frontier Vision Electronic,731,7,97445,32851,454427,70612,167260,324802,105322,1036723,29277,72865,8388,667996,217949,519,12733533,123,1,1
Max Pacific Universal,669,7,17471,10413,291340,57527,486577,266649,136173,222512,93351,9911,2136,946926,220897,933,40739273,104,1,1
Architecture Net General,669,7,170631,10413,167592,104186,418749,324578,24268,1064700,132205,100567,19310,871781,195507,614,19719741,18,1,1
Industries Virtual Venture,651,7,54751,104037,76796,9712,93076,179257,75574,841328,69475,40133,1008,357619,261892,504,17491739,95,1,1
Solutions Power Graphics,651,7,78103,25472,232796,38780,432985,340554,76873,849172,79906,15799,16445,889192,66733,723,10927987,70,1,1
Universal Solutions Source,926,7,64491,34037,360146,16621,76313,40737,39170,194129,101384,2009,3754,172841,89925,508,-345450,25,1,1
Adventure Studio Medicine,755,7,77877,40479,281710,85076,157488,54008,126292,660264,140068,1731,9699,422864,259196,627,1216037,115,1,1
Architecture People Telecom,792,7,160500,40479,225721,114161,568087,87077,158012,660263,141766,52403,9724,927337,240862,1005,27189443,95,1,1
Provider Interactive Consulting,792,7,91268,40479,454427,70600,167314,324798,105329,1036704,29293,72791,8398,668041,217871,483,13921451,139,1,1
Net Power Application,335,7,117730,40479,19576,59481,177309,236717,168170,661096,54684,89501,17144,641677,99733,349,64367309,102,1,1
Building Software West,335,7,96115,20539,232796,38840,432992,340555,76828,849197,79902,15789,16455,889215,66682,689,10152545,63,1,1
Consulting Solutions Data,1374,7,129606,37622,281710,25152,441190,146608,119327,254078,7311,112710,5280,732277,79612,621,35938203,127,1,0
Max Provider Alpha,753,7,49165,73367,291340,47834,214558,86535,127008,467378,30990,19694,4822,475935,59239,784,14395334,111,1,1
Design Bell West,1729,7,68002,71902,281710,116295,342276,161281,127488,255282,8743,63176,16222,747340,160364,802,21480768,63,1,1
Digital Contract Graphics,394,7,155152,124684,192313,103362,566293,114283,237606,377006,120189,73749,12586,1021544,250465,253,32264369,128,1,1
Hill Atlantic Speed,394,7,31053,52962,449206,47215,428085,109724,41775,341542,1159513,16708,17134,626799,106419,489,30390417,71,1,1
Contract Consulting Signal,324,7,89578,22008,281710,64087,316415,133307,27302,1189502,73693,78119,17997,541111,164609,613,5526939,57,1,1
Max Direct Resource,207,7,149608,71145,196511,31067,540548,127346,160800,377058,114335,88753,18919,859761,43681,445,55457105,87,1,1
Pacific Bell Consulting,207,7,27759,22669,140849,47444,215824,321431,90200,385969,8987,59195,13392,674899,261776,1067,17879819,144,1,1
Electronics East Hill,487,7,79195,46718,34603,101241,342415,29770,241401,345608,62415,21362,9933,714827,74996,1029,5954234,77,1,1
Technology Research Alpha,147,7,41808,67471,360146,68258,82401,169096,180076,425484,72180,70651,14726,499831,194253,607,20461513,116,1,1
Power Vision Medicine,1480,7,125570,33495,281710,25203,441186,146600,119329,254146,7283,112735,5285,732318,79689,625,31852889,106,1,0
Advanced Studio Software,809,7,35639,33495,76796,95110,442605,34039,58991,785078,74702,9861,15922,630745,143443,721,13462693,36,1,0
Graphics Max Resource,809,7,35639,33495,211646,122130,328346,275985,172222,776949,15195,27277,2168,898683,143443,721,13462693,36,1,0
East Direct Studio,303,7,63707,35510,360146,16577,76281,40729,39230,194169,101372,2023,3781,172817,89956,601,5217194,67,1,1
Venture Digital Adventure,639,7,61881,38782,34603,101276,342387,29734,241374,345626,62408,21354,9956,714771,74920,916,6359637,68,1,1
Analysis Max Digital,596,7,163441,18765,34603,19536,457851,69702,61937,1107406,94803,43748,11277,609026,173494,1125,12665699,137,1,1
Application Industries Construction,854,7,72032,108133,127292,99132,113882,20438,197305,1029599,15043,11373,12078,430757,201117,287,15269059,19,1,1
Industries Systems Electronic,854,7,163758,108133,423722,82011,327058,261886,201063,1174467,141060,90602,19648,872018,246122,714,11561057,107,1,1
Electronic Federated Hardware,854,7,88462,108133,454427,70623,167269,324776,105345,1036732,29259,72831,8348,668013,217880,452,12059711,153,1,1
Architecture Venture Star,459,5,135989,108133,454427,71852,258643,87102,91185,1178057,141738,6901,1546,508782,81573,768,45208708,83,1,1
Construction General Vision,882,7,150256,108133,403576,76452,494749,29687,235439,568928,63545,63546,16859,836327,108171,1167,19923100,19,1,1
Graphics Max Alpha,540,7,59372,120827,19576,1338,560354,71932,233578,776140,61028,89757,2538,867202,243533,538,4858328,85,1,1
Max Telecom Virtual,540,7,83519,120827,454427,70617,167304,324772,105348,1036741,29223,72814,8369,668041,217893,470,13679138,116,1,1
Contract Galaxy Construction,2053,7,100729,73089,281710,30946,165514,116132,47358,1081586,105599,68422,16326,359950,234536,324,1641047,73,1,1
Star Contract Signal,1557,7,105131,64355,281710,30969,165525,116127,47363,1081581,105614,68418,16334,359984,234590,454,11744221,85,1,1
Star Innovation Future,2284,7,135261,68326,423722,19256,467965,340772,38964,1155424,21519,86401,20799,866957,137366,136,17639717,65,1,1
Solutions Innovation General,750,1,123221,68326,211646,98713,151723,34011,219693,1106717,15175,57443,18527,504140,87166,971,13793002,96,1,1
Vision South Atlantic,354,7,104475,99271,281710,47085,449038,256954,181682,1178419,3808,69570,5829,934759,196593,717,26070084,108,1,0
Source Application Speed,1528,7,89407,99271,403576,7318,494749,13778,184089,222815,57111,103202,14371,699934,130233,611,10545993,74,0,1
Atlantic Resource Telecom,1528,7,149869,99271,167592,104173,418710,324588,24279,1064683,132175,100552,19332,871750,195450,699,20950139,65,1,1
North Analysis Speed,1653,7,72716,77491,281710,116312,342233,161231,127523,255301,8712,63131,16191,747299,160301,790,26040374,95,1,1
Net Building Omega,935,7,56441,116890,167592,63349,277678,44280,79385,436493,139720,76741,13420,464692,262550,942,666975,161,1,1
Digital Innovation Electronic,1063,7,57185,39759,360146,85063,157477,53943,126300,660241,140014,1733,9692,422783,259283,657,944855,139,1,1
Omega Innovation Digital,563,7,65101,109905,121123,25536,234773,180001,190097,65966,72259,66421,11565,630407,168998,961,31609531,83,1,1
Innovation Analysis Construction,1078,7,51613,113895,167592,63403,277668,44316,79407,436513,139734,76768,13432,464794,262523,866,204720,150,1,1
Design Future Alpha,1078,7,51613,113895,211646,122129,328295,276016,172248,776910,15215,27249,2182,898688,262523,866,204720,150,1,1
Max Internet Vision,259,7,79296,8066,211646,122165,328289,276000,172253,776966,15214,27309,2175,898707,105648,947,12517695,100,1,1
Digital Bell Frontier,1355,5,112171,8066,9795,111957,116219,119000,63061,1076986,10124,23153,5094,410237,74235,599,68180335,114,1,1
Construction Universal Studio,1355,7,146920,8066,167592,104216,418747,324561,24307,1064670,132228,100524,19306,871831,195520,729,21744243,65,1,1
General Research Federated,1034,3,157072,44912,196511,100252,338961,204936,20850,1157973,38791,9387,5637,664999,147350,385,10560656,82,1,1
Advanced Building Graphics,637,7,176331,44912,225721,114161,568089,87125,158018,660252,141737,52420,9691,927393,240916,992,25399046,54,1,1
East Alpha Interactive,637,7,180795,44912,423722,82005,327046,261854,201097,1174440,141069,90618,19616,872002,246157,704,11059116,110,1,1
Network Design Innovation,160,1,130191,44912,211646,98742,151780,34007,219728,1106767,15178,57446,18487,504257,87222,1035,11539212,87,1,1
General Network Systems,160,7,18128,124322,34603,75245,364959,262591,173872,565103,55483,30866,16177,876667,36505,1026,37940568,102,1,1
Speed Advanced Future,787,7,45164,87548,217535,71709,68099,287388,86982,916965,137458,96658,16991,514178,125922,507,8065608,95,1,1
South Adventure North,478,7,65591,65635,291340,47825,214566,86575,127011,467399,31000,19674,4860,475977,59296,759,9617486,111,1,1
Analysis Direct Pacific,1265,7,55835,116560,167592,63387,277669,44307,79388,436466,139759,76770,13411,464751,262558,798,320079,135,1,1
Future Source Resource,657,7,33053,9665,291340,57474,486548,266649,136245,222518,93349,9884,2140,946916,220900,842,48061732,129,1,1
Source Adventure Telecom,757,7,62544,34958,360146,16590,76275,40747,39191,194105,101424,2043,3737,172803,89999,517,3032052,42,1,1
East North Network,982,7,52173,33175,20214,80438,502392,229215,78409,733646,130393,21247,13035,890454,86722,839,35088258,65,1,1
Solutions Design Analysis,371,7,64690,25672,360146,16568,76244,40786,39222,194175,101399,2038,3739,172820,89933,640,6011858,42,1,1
Signal Provider Medicine,657,6,151785,58622,402157,22268,502815,20464,175848,412604,6768,89859,17324,721395,131459,338,2373548,7,1,1
Vision West Advanced,2139,7,134915,73576,423722,19269,467975,340727,39011,1155456,21473,86446,20764,866982,137365,63,19741468,87,1,1
Alpha Medicine Universal,409,7,188321,10790,34603,19591,457914,69714,61926,1107399,94850,43744,11322,609145,173579,1076,17848975,153,1,1
Internet Software Source,448,5,135344,10790,454427,71836,258622,87094,91230,1178076,141725,6955,1492,508782,81489,758,40618537,67,1,1
Design Hardware Alpha,449,7,78878,30841,281710,85050,157470,53960,126253,660263,140074,1777,9684,422733,259278,716,998394,107,1,1
Architecture Electronic Interactive,386,7,164994,30841,225721,114148,568079,87136,158008,661060,141787,52391,9710,927371,240822,1030,27339382,103,1,1
Solutions Omega Analysis,329,5,135508,30841,454427,71832,258657,87114,91198,1178084,141718,6911,1497,508801,81495,823,44734580,36,1,1
Architecture Medicine Application,767,7,54822,44407,34603,101291,342368,29721,241369,345601,62464,21389,9935,714749,74916,974,5632159,59,1,1
South Venture Architecture,767,7,25820,44407,76796,95092,442597,34065,59050,785125,74730,9810,15967,630804,143451,769,11980004,49,1,0
Frontier Design Building,362,7,62704,101201,121123,25518,234809,179989,190117,65933,72261,66441,11574,630433,169028,914,31730116,116,1,1
Solutions Venture Omega,1204,7,36159,104657,76796,9732,93083,179252,75526,841342,69453,40149,1005,357593,261911,465,13954794,132,1,1
Network Galaxy Hill,824,7,152780,65264,196511,31025,540556,127395,160790,377047,114371,88735,18896,859766,43656,462,52506565,66,1,1
Speed Star Software,868,7,70321,128849,19576,1345,560401,71944,233533,776153,61002,89736,2537,867223,243437,569,4212518,95,1,1
